Bitstamp-Bid,Bitstamp-Ask,Binance-bid,Binance-ask
3/21/2018, 3:03:51 PM,0.00007572,0.00007596,0.00007599,0.00007604
3/21/2018, 3:03:52 PM,0.00007572,0.00007596,0.00007599,0.00007604
3/21/2018, 3:03:53 PM,0.00007572,0.00007596,0.00007599,0.00007604
3/21/2018, 3:03:54 PM,0.00007570,0.00007596,0.00007599,0.00007604
3/21/2018, 3:03:55 PM,0.00007570,0.00007596,0.00007599,0.00007604
3/21/2018, 3:03:55 PM,0.00007570,0.00007596,0.00007600,0.00007604
3/21/2018, 3:03:56 PM,0.00007570,0.00007596,0.00007599,0.00007604
3/21/2018, 3:03:58 PM,0.00007570,0.00007596,0.00007605,0.00007608
3/21/2018, 3:03:59 PM,0.00007570,0.00007596,0.00007605,0.00007608
3/21/2018, 3:04:00 PM,0.00007570,0.00007596,0.00007605,0.00007608
3/21/2018, 3:04:00 PM,0.00007570,0.00007596,0.00007605,0.00007608
3/21/2018, 3:04:02 PM,0.00007570,0.00007596,0.00007610,0.00007612
3/21/2018, 3:04:03 PM,0.00007572,0.00007605,0.00007610,0.00007612
3/21/2018, 3:04:05 PM,0.00007572,0.00007605,0.00007610,0.00007612
3/21/2018, 3:04:11 PM,0.00007576,0.00007603,0.00007604,0.00007610
3/21/2018, 3:04:12 PM,0.00007576,0.00007603,0.00007604,0.00007610
3/21/2018, 3:04:12 PM,0.00007576,0.00007603,0.00007604,0.00007610
3/21/2018, 3:04:18 PM,0.00007578,0.00007603,0.00007604,0.00007610
3/21/2018, 3:04:18 PM,0.00007578,0.00007603,0.00007606,0.00007610
3/21/2018, 3:04:20 PM,0.00007578,0.00007604,0.00007606,0.00007610
3/21/2018, 3:04:22 PM,0.00007578,0.00007604,0.00007607,0.00007610
3/21/2018, 3:04:27 PM,0.00007580,0.00007610,0.00007621,0.00007622
3/21/2018, 3:04:28 PM,0.00007580,0.00007610,0.00007621,0.00007622
3/21/2018, 3:04:29 PM,0.00007580,0.00007610,0.00007621,0.00007622
3/21/2018, 3:04:30 PM,0.00007580,0.00007610,0.00007621,0.00007622
3/21/2018, 3:04:33 PM,0.00007581,0.00007611,0.00007621,0.00007622
3/21/2018, 3:04:34 PM,0.00007583,0.00007611,0.00007621,0.00007622
3/21/2018, 3:04:35 PM,0.00007585,0.00007611,0.00007621,0.00007622
3/21/2018, 3:04:36 PM,0.00007585,0.00007611,0.00007621,0.00007622
3/21/2018, 3:04:37 PM,0.00007584,0.00007611,0.00007621,0.00007623
3/21/2018, 3:04:38 PM,0.00007584,0.00007611,0.00007621,0.00007623
3/21/2018, 3:04:39 PM,0.00007588,0.00007611,0.00007621,0.00007623
3/21/2018, 3:04:40 PM,0.00007588,0.00007611,0.00007621,0.00007623
3/21/2018, 3:04:41 PM,0.00007589,0.00007611,0.00007621,0.00007622
3/21/2018, 3:04:42 PM,0.00007589,0.00007611,0.00007623,0.00007627
3/21/2018, 3:04:43 PM,0.00007591,0.00007617,0.00007623,0.00007627
3/21/2018, 3:04:44 PM,0.00007591,0.00007617,0.00007627,0.00007628
3/21/2018, 3:04:45 PM,0.00007592,0.00007616,0.00007627,0.00007628
3/21/2018, 3:04:46 PM,0.00007592,0.00007616,0.00007627,0.00007628
3/21/2018, 3:04:47 PM,0.00007593,0.00007617,0.00007627,0.00007628
3/21/2018, 3:04:48 PM,0.00007593,0.00007617,0.00007624,0.00007628
3/21/2018, 3:04:49 PM,0.00007595,0.00007616,0.00007624,0.00007633
3/21/2018, 3:04:50 PM,0.00007595,0.00007616,0.00007624,0.00007633
3/21/2018, 3:04:52 PM,0.00007596,0.00007616,0.00007623,0.00007633
3/21/2018, 3:04:52 PM,0.00007596,0.00007616,0.00007623,0.00007633
3/21/2018, 3:04:53 PM,0.00007597,0.00007616,0.00007627,0.00007633
3/21/2018, 3:04:54 PM,0.00007597,0.00007616,0.00007625,0.00007638
3/21/2018, 3:04:55 PM,0.00007578,0.00007617,0.00007633,0.00007638
3/21/2018, 3:04:56 PM,0.00007578,0.00007617,0.00007625,0.00007631
3/21/2018, 3:04:57 PM,0.00007580,0.00007617,0.00007626,0.00007633
3/21/2018, 3:04:58 PM,0.00007580,0.00007617,0.00007635,0.00007637
3/21/2018, 3:04:59 PM,0.00007581,0.00007617,0.00007625,0.00007631
3/21/2018, 3:05:00 PM,0.00007581,0.00007617,0.00007625,0.00007637
3/21/2018, 3:05:01 PM,0.00007582,0.00007617,0.00007625,0.00007637
3/21/2018, 3:05:02 PM,0.00007582,0.00007617,0.00007625,0.00007637
3/21/2018, 3:05:03 PM,0.00007584,0.00007615,0.00007625,0.00007637
3/21/2018, 3:05:04 PM,0.00007584,0.00007615,0.00007625,0.00007637
3/21/2018, 3:05:05 PM,0.00007585,0.00007614,0.00007627,0.00007637
3/21/2018, 3:05:06 PM,0.00007585,0.00007614,0.00007627,0.00007637
3/21/2018, 3:05:07 PM,0.00007588,0.00007617,0.00007638,0.00007640
3/21/2018, 3:05:08 PM,0.00007588,0.00007617,0.00007625,0.00007638
3/21/2018, 3:05:09 PM,0.00007590,0.00007616,0.00007625,0.00007638
3/21/2018, 3:05:10 PM,0.00007590,0.00007616,0.00007625,0.00007638
3/21/2018, 3:05:11 PM,0.00007592,0.00007617,0.00007629,0.00007637
3/21/2018, 3:05:12 PM,0.00007592,0.00007617,0.00007629,0.00007637
3/21/2018, 3:05:13 PM,0.00007594,0.00007617,0.00007629,0.00007637
3/21/2018, 3:05:14 PM,0.00007594,0.00007617,0.00007627,0.00007637
3/21/2018, 3:05:15 PM,0.00007600,0.00007617,0.00007638,0.00007640
3/21/2018, 3:05:16 PM,0.00007600,0.00007617,0.00007639,0.00007640
3/21/2018, 3:05:17 PM,0.00007601,0.00007617,0.00007638,0.00007640
3/21/2018, 3:05:18 PM,0.00007601,0.00007617,0.00007639,0.00007640
3/21/2018, 3:05:19 PM,0.00007601,0.00007617,0.00007638,0.00007640
3/21/2018, 3:05:20 PM,0.00007601,0.00007617,0.00007638,0.00007640
3/21/2018, 3:05:21 PM,0.00007606,0.00007617,0.00007639,0.00007640
3/21/2018, 3:05:22 PM,0.00007606,0.00007617,0.00007638,0.00007643
3/21/2018, 3:05:23 PM,0.00007606,0.00007617,0.00007638,0.00007643
3/21/2018, 3:05:24 PM,0.00007606,0.00007617,0.00007638,0.00007643
3/21/2018, 3:05:25 PM,0.00007602,0.00007617,0.00007639,0.00007642
3/21/2018, 3:05:26 PM,0.00007602,0.00007617,0.00007639,0.00007642
3/21/2018, 3:05:27 PM,0.00007602,0.00007616,0.00007642,0.00007643
3/21/2018, 3:05:28 PM,0.00007602,0.00007616,0.00007639,0.00007643
3/21/2018, 3:05:29 PM,0.00007602,0.00007617,0.00007639,0.00007643
3/21/2018, 3:05:30 PM,0.00007602,0.00007617,0.00007639,0.00007643
3/21/2018, 3:05:31 PM,0.00007611,0.00007617,0.00007639,0.00007643
3/21/2018, 3:05:32 PM,0.00007611,0.00007617,0.00007639,0.00007643
3/21/2018, 3:05:33 PM,0.00007613,0.00007617,0.00007639,0.00007643
3/21/2018, 3:05:34 PM,0.00007613,0.00007617,0.00007639,0.00007650
3/21/2018, 3:05:35 PM,0.00007614,0.00007617,0.00007639,0.00007649
3/21/2018, 3:05:36 PM,0.00007614,0.00007617,0.00007639,0.00007649
3/21/2018, 3:05:37 PM,0.00007614,0.00007617,0.00007639,0.00007648
3/21/2018, 3:05:38 PM,0.00007614,0.00007617,0.00007640,0.00007648
3/21/2018, 3:05:39 PM,0.00007610,0.00007617,0.00007640,0.00007649
3/21/2018, 3:05:40 PM,0.00007610,0.00007617,0.00007639,0.00007651
3/21/2018, 3:05:41 PM,0.00007611,0.00007617,0.00007639,0.00007648
3/21/2018, 3:05:42 PM,0.00007611,0.00007617,0.00007639,0.00007648
3/21/2018, 3:05:43 PM,0.00007612,0.00007617,0.00007639,0.00007648
3/21/2018, 3:05:44 PM,0.00007612,0.00007617,0.00007641,0.00007648
3/21/2018, 3:05:45 PM,0.00007614,0.00007617,0.00007640,0.00007651
3/21/2018, 3:05:46 PM,0.00007614,0.00007617,0.00007648,0.00007651
3/21/2018, 3:05:47 PM,0.00007617,0.00007632,0.00007640,0.00007651
3/21/2018, 3:05:48 PM,0.00007617,0.00007632,0.00007640,0.00007644
3/21/2018, 3:05:49 PM,0.00007617,0.00007632,0.00007640,0.00007644
3/21/2018, 3:05:50 PM,0.00007617,0.00007632,0.00007640,0.00007644
3/21/2018, 3:05:51 PM,0.00007617,0.00007629,0.00007641,0.00007646
3/21/2018, 3:05:52 PM,0.00007617,0.00007629,0.00007641,0.00007646
3/21/2018, 3:05:53 PM,0.00007617,0.00007629,0.00007641,0.00007646
3/21/2018, 3:05:54 PM,0.00007617,0.00007629,0.00007640,0.00007646
3/21/2018, 3:05:55 PM,0.00007617,0.00007631,0.00007640,0.00007646
3/21/2018, 3:05:56 PM,0.00007617,0.00007631,0.00007640,0.00007646
3/21/2018, 3:05:57 PM,0.00007617,0.00007629,0.00007650,0.00007651
3/21/2018, 3:05:58 PM,0.00007617,0.00007629,0.00007640,0.00007650
3/21/2018, 3:06:00 PM,0.00007617,0.00007627,0.00007640,0.00007650
3/21/2018, 3:06:00 PM,0.00007617,0.00007627,0.00007640,0.00007648
3/21/2018, 3:06:01 PM,0.00007617,0.00007627,0.00007640,0.00007648
3/21/2018, 3:06:02 PM,0.00007617,0.00007627,0.00007640,0.00007648
3/21/2018, 3:06:03 PM,0.00007617,0.00007631,0.00007640,0.00007648
3/21/2018, 3:06:04 PM,0.00007617,0.00007631,0.00007639,0.00007648
3/21/2018, 3:06:05 PM,0.00007617,0.00007632,0.00007641,0.00007647
3/21/2018, 3:06:06 PM,0.00007617,0.00007632,0.00007642,0.00007647
3/21/2018, 3:06:07 PM,0.00007617,0.00007632,0.00007642,0.00007648
3/21/2018, 3:06:08 PM,0.00007617,0.00007632,0.00007642,0.00007648
3/21/2018, 3:06:09 PM,0.00007617,0.00007631,0.00007641,0.00007650
3/21/2018, 3:06:10 PM,0.00007617,0.00007631,0.00007648,0.00007650
3/21/2018, 3:06:11 PM,0.00007617,0.00007631,0.00007641,0.00007650
3/21/2018, 3:06:12 PM,0.00007617,0.00007631,0.00007641,0.00007650
3/21/2018, 3:06:13 PM,0.00007618,0.00007632,0.00007641,0.00007650
3/21/2018, 3:06:14 PM,0.00007618,0.00007632,0.00007641,0.00007649
3/21/2018, 3:06:15 PM,0.00007619,0.00007631,0.00007641,0.00007649
3/21/2018, 3:06:16 PM,0.00007619,0.00007631,0.00007641,0.00007649
3/21/2018, 3:06:17 PM,0.00007619,0.00007631,0.00007641,0.00007649
3/21/2018, 3:06:18 PM,0.00007619,0.00007631,0.00007641,0.00007649
3/21/2018, 3:06:19 PM,0.00007617,0.00007630,0.00007641,0.00007649
3/21/2018, 3:06:20 PM,0.00007617,0.00007630,0.00007641,0.00007649
3/21/2018, 3:06:22 PM,0.00007617,0.00007631,0.00007641,0.00007649
3/21/2018, 3:06:22 PM,0.00007617,0.00007631,0.00007641,0.00007649
3/21/2018, 3:06:23 PM,0.00007617,0.00007631,0.00007641,0.00007649
3/21/2018, 3:06:24 PM,0.00007617,0.00007631,0.00007642,0.00007649
3/21/2018, 3:06:25 PM,0.00007617,0.00007631,0.00007642,0.00007649
3/21/2018, 3:06:26 PM,0.00007617,0.00007631,0.00007642,0.00007649
3/21/2018, 3:06:27 PM,0.00007617,0.00007631,0.00007642,0.00007649
3/21/2018, 3:06:28 PM,0.00007617,0.00007631,0.00007641,0.00007649
3/21/2018, 3:06:29 PM,0.00007617,0.00007632,0.00007641,0.00007649
3/21/2018, 3:06:30 PM,0.00007617,0.00007632,0.00007641,0.00007648
